Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,class
0.07407407407407407,0.011762543650064327,0.0,0.0,0.07092198581560284,0.02884559699832231,0.02,0.103333335,0.019753944523205964,0
0.07407407407407407,0.06998713471788275,0.04166666666666666,0.12481209857422675,0.055319148936170216,0.030618845687470607,0.04761905,0.09126984,0.0,0
0.0,0.0,0.0,0.0,0.06950354609929077,0.07522563241161677,0.127659575,0.185815605,0.0,0
0.0,0.0,0.0,0.0,0.04539007092198582,0.06098273766761676,0.03125,0.06770833500000001,0.0,0
0.14814814814814814,0.031244256570483363,0.0,0.0,0.00425531914893617,0.001007615409481266,0.0,0.25,0.0,0
0.0,0.0,0.0,0.0,0.03546099290780142,0.02196700865024024,0.0,0.045000000000000005,0.0,0
0.3333333333333333,0.0894137107149421,0.125,0.6720038263563066,0.11205673758865248,0.08100797712256605,0.017241379999999997,0.06321839,0.09011031044402187,0
0.0,0.0,0.0,0.0,0.005673758865248227,0.0008107250421113634,0.0,0.25,0.0,0
0.0,0.0,0.0,0.0,0.01843971631205674,0.012669509079937248,0.0,0.16923076999999995,0.0,0
0.0,0.0,0.0,0.0,0.012765957446808512,0.017144904343708144,0.0,0.07142857,0.0,0
0.0,0.0,0.0,0.0,0.011347517730496456,0.0032486910616033927,0.607142855,0.71875,0.0,0
0.0,0.0,0.0,0.0,0.01702127659574468,0.012678195419674156,0.0,0.166666665,0.0,0
0.0,0.0,0.0,0.0,0.011347517730496456,0.0045029985196128304,0.0,0.125,0.0,0
0.1851851851851852,0.020400661643080315,0.0,0.0,0.08936170212765958,0.03836621141723795,0.020833335,0.07994791500000001,0.0,0
0.037037037037037035,0.0018378974453225508,0.0,0.0,0.15319148936170213,0.05483744184841263,0.0,0.018867925,0.0,0
0.3333333333333333,0.024091772346995038,0.0,0.0,0.00851063829787234,0.017237558634235157,0.0,0.02,0.0,0
0.0,0.0,0.0,0.0,0.00425531914893617,0.003798825911607532,0.0,0.5,0.0,0
0.0,0.0,0.0,0.0,0.011347517730496456,0.019997884371308176,0.0,0.072916665,0.0,0
0.0,0.0,0.04166666666666666,0.006377260511091878,0.026950354609929082,0.03860788468397472,0.0,0.10526316,0.0,0
0.0,0.0,0.04166666666666666,0.0,0.05106382978723405,0.01555260175427492,0.027027025000000003,0.08108108000000001,0.0,0
0.0,0.0,0.0,0.0,0.009929078014184398,0.0025074567373872887,0.0,0.142857145,0.0,0
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0
0.14814814814814814,0.03786068737364455,0.0,0.0,0.04539007092198582,0.02529886796113584,0.0,0.03125,0.0,0
0.14814814814814814,0.017276235986031983,0.0,0.0,0.03687943262411348,0.008806018196276976,0.0,0.07936508,0.0,0
0.0,0.0,0.0,0.0,0.005673758865248227,0.00013898143579051944,0.5,0.75,0.0,0
0.0,0.0,0.0,0.0,0.009929078014184398,0.002277751308711857,0.142857145,0.16326530500000005,0.0,0
0.037037037037037035,0.013968020584451386,0.08333333333333333,0.00911037215870268,0.08085106382978724,0.06790587327435768,0.02,0.10916666499999997,0.0,0
0.1111111111111111,0.0576364638853152,0.16666666666666666,0.1196875142349565,0.01702127659574468,0.00811710413078775,0.013071895,0.206781945,0.0,0
0.2222222222222222,0.06868835386877413,0.0,0.0,0.17872340425531916,0.07812671848663312,0.03125,0.117404515,0.0,0
0.0,0.0,0.0,0.0,0.009929078014184398,0.00393749850053508,0.0625,0.166666665,0.058802791341870525,1
0.0,0.0,0.0,0.0,0.007092198581560284,0.0010886879136924024,0.1,0.3,0.0,0
0.1111111111111111,0.010292225693806284,0.0,0.0,0.028368794326241138,0.014679914155373616,0.0,0.095238095,0.08966398373601077,1
0.0,0.0,0.0,0.0,0.046808510638297884,0.04625340789834993,0.0,0.03125,0.1218057767717932,1
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0
0.0,0.0,0.0,0.0,0.00425531914893617,0.0,0.833333335,0.88888889,0.0,0
0.0,0.0,0.0,0.0,0.06666666666666668,0.039309933956767566,0.02173913,0.097826085,0.005503007740754465,0
0.14814814814814814,0.0362433376217607,0.0,0.0,0.014184397163120569,0.0014732032193795065,0.454545455,0.454545455,0.0,0
0.0,0.0,0.0,0.0,0.01843971631205674,0.01740838998239434,0.16923076999999995,0.30128205,0.0,0
0.0,0.0,0.0,0.0,0.028368794326241138,0.004559363212244645,0.2,0.316666665,0.0,0
0.2222222222222222,0.06773487494945782,0.0,0.0,0.04539007092198582,0.03307038697350277,0.05405405500000001,0.09834835,0.03729041199416011,1
0.14814814814814814,0.03197941554861238,0.2083333333333333,0.1105771420762538,0.08652482269503546,0.09453150506676583,0.0,0.096875,0.0,0
0.07407407407407407,0.04833670281198309,0.0,0.0,0.03687943262411348,0.045411605055236434,0.037037035,0.12037037,0.09313352433565153,1
0.0,0.0,0.0,0.0,0.01702127659574468,0.0016214500842227269,0.75,0.833333335,0.0,0
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0
0.0,0.0,0.0,0.0,0.00425531914893617,0.000671743606320844,0.0,0.333333335,0.0,0
0.0,0.0,0.0,0.0,0.06950354609929077,0.02371857183201005,0.17346939,0.289115645,0.0,0
0.037037037037037035,0.001470317956258041,0.0,0.0,0.01843971631205674,0.003733195789923016,0.123076925,0.30769231,0.0,0
0.0,0.0,0.0,0.0,0.05815602836879433,0.07851987850711714,0.16239316,0.25097125000000003,0.0,0
0.0,0.0,0.0,0.0,0.03829787234042553,0.015118863856745345,0.0,0.14814815,0.0,0
0.4074074074074074,0.3043751632420511,0.25,0.17736376199152734,0.08085106382978724,0.048641893909216825,0.016666665,0.045714284999999986,0.009118326736325705,0
0.25925925925925924,0.060987563572872626,0.08333333333333333,0.06855555049423769,0.059574468085106386,0.07243431663105289,0.048072559999999986,0.106439125,0.0,0
0.0,0.0,0.0,0.0,0.005673758865248227,0.0017488497336973698,0.0,0.25,0.0,0
0.1851851851851852,0.018930343686822275,0.0,0.0,0.0028368794326241137,0.00013898143579051944,0.0,0.166666665,0.0,0
0.0,0.0,0.0,0.0,0.021276595744680854,0.006097810495309041,0.066666665,0.2,0.0,0
0.037037037037037035,0.016541077007902957,0.0,0.0,0.011347517730496456,0.004238933791610843,0.0,0.055555555000000006,0.0,0
0.0,0.0,0.0,0.0,0.014184397163120569,0.003015125038338666,0.27777778,0.416666665,0.07369819095184454,0
0.2962962962962963,0.01723028854989891,0.125,0.004555186079351341,0.1574468085106383,0.12411911866947915,0.0,0.05978836,0.02824415585800862,1
0.0,0.0,0.0,0.0,0.042553191489361715,0.03175339747497388,0.21072797,0.33390804500000004,0.0,0
0.0,0.0,0.0,0.0,0.0028368794326241137,0.0012392511357987984,0.25,0.75,0.0,0
0.1851851851851852,0.01959198676713839,0.0,0.0,0.005673758865248227,0.002367317122965181,0.0,0.125,0.08691758658525753,1
0.0,0.0,0.0,0.0,0.00851063829787234,0.0046153418468768345,0.0,0.166666665,0.0,0
0.0,0.0,0.0,0.0,0.1446808510638298,0.10444454899657536,0.05882353000000001,0.188398695,0.0,0
0.0,0.0,0.0,0.0,0.06666666666666668,0.020911378464767875,0.11111111,0.20185185,0.0,0
0.0,0.0,0.04166666666666666,0.04236323053796747,0.042553191489361715,0.024225236369654075,0.06451613,0.177419355,0.0,0
0.0,0.0,0.0,0.0,0.00425531914893617,0.002895446578969155,0.25,0.375,0.0,0
0.0,0.0,0.0,0.0,0.014184397163120569,0.020908984896368048,0.0,0.15,0.0,0
0.0,0.0,0.0,0.0,0.005673758865248227,0.0052928763463556145,0.166666665,0.15,0.0,0
0.0,0.0,0.0,0.0,0.019858156028368795,0.0061267649610987325,0.0,0.035714285,0.0,0
0.0,0.0,0.0,0.0,0.02411347517730496,0.012911375384939257,0.0,0.055555555000000006,0.23200982621746816,1
0.0,0.0,0.0,0.0,0.005673758865248227,0.0010191971957971427,0.125,0.416666665,0.0,0
0.037037037037037035,0.02793604116890277,0.0,0.0,0.026950354609929082,0.029263313417060406,0.05882353000000001,0.11764706,0.16680044446433234,1
0.14814814814814814,0.02113582062120933,0.0,0.0,0.03829787234042553,0.014092717589158673,0.074074075,0.08361391500000001,0.019648591953045587,0
0.07407407407407407,0.00904245543098695,0.0,0.0,0.03687943262411348,0.01805612436037379,0.055555555000000006,0.17201646,0.03469725115091751,1
0.0,0.0,0.0,0.0,0.05815602836879433,0.0334520594834115,0.04878049000000001,0.13414634,0.0,0
0.07407407407407407,0.0144826318691417,0.0,0.0,0.08794326241134752,0.04683090031744652,0.015384615,0.07820513000000001,0.0,0
0.07407407407407407,0.02205476934387061,0.25,0.20908304104222653,0.02411347517730496,0.031735666316050015,0.10869565,0.17536232,0.0,0
0.0,0.0,0.0,0.0,0.06950354609929077,0.03639284048641188,0.021276595,0.053191490000000015,0.0,0
0.037037037037037035,0.0044109538687741225,0.08333333333333333,0.0050107046872864755,0.025531914893617023,0.0225651803395384,0.027272725,0.16125541,0.0,0
0.4814814814814815,0.16797945054217972,0.125,0.033176938609757206,0.055319148936170216,0.022624100379594017,0.020833335,0.04861111,0.10961679396538776,1
0.0,0.0,0.0,0.0,0.019858156028368795,0.007418134135318974,0.0,0.066666665,0.14421881030969072,1
0.0,0.0,0.0,0.0,0.028368794326241138,0.010599264775974305,0.11111111,0.22222222000000005,0.0,0
0.0,0.0,0.08333333333333333,0.03006422812371885,0.03829787234042553,0.020279707839099964,0.0,0.07183908,0.0,0
0.037037037037037035,0.016173497518838446,0.0,0.0,0.03546099290780142,0.017916251312345526,0.0,0.145714285,0.028629734825285438,1
0.0,0.0,0.0,0.0,0.00851063829787234,0.0020044211516571687,0.0,0.333333335,0.0,0
0.0,0.0,0.0,0.0,0.026950354609929082,0.017876487178555563,0.10526316,0.307017545,0.0,0
0.0,0.0,0.0,0.0,0.03829787234042553,0.01807144724897828,0.0,0.11111111,0.0,0
0.4444444444444444,0.0690222385590884,0.0,0.0,0.13900709219858154,0.0495348660571439,0.009433960000000002,0.089926975,0.00035845740736462685,0
0.2222222222222222,0.08864792012497699,0.0,0.0,0.055319148936170216,0.03505961142405517,0.025641025,0.106837605,0.0,0
0.0,0.0,0.0,0.0,0.007092198581560284,0.006169231510151494,0.2,0.4,0.0,0
0.037037037037037035,0.009557066715677263,0.04166666666666666,0.0,0.07801418439716312,0.020207900763941532,0.01754386,0.0877193,0.0,0
0.0,0.0,0.04166666666666666,0.031203024643556686,0.03546099290780142,0.021472631829635252,0.03846154,0.173076925,0.0,0
0.3703703703703704,0.1117176902040066,0.0,0.0,0.11631205673758865,0.04292873733041351,0.0,0.079786325,0.0304602322281541,0
0.07407407407407407,0.006616430803161183,0.0,0.0,0.007092198581560284,0.006902744644262466,0.0,0.142857145,0.0,0
0.0,0.0,0.0,0.0,0.01702127659574468,0.008078295955323942,0.0,0.13888889,0.0,0
0.4814814814814815,0.0455339092078662,0.0,0.0,0.12340425531914895,0.06726155797868011,0.03125,0.07640103000000001,0.004902009592465464,0
0.0,0.0,0.0,0.0,0.009929078014184398,0.0016307155132754285,0.57142857,0.642857145,0.0,0
0.2222222222222222,0.05256386693622495,0.0,0.0,0.04539007092198582,0.053023734111346345,0.0,0.005078125,0.1722957519530235,0
0.0,0.0,0.0,0.0,0.03829787234042553,0.027024554122201453,0.07037036999999999,0.132461875,0.0,0
0.0,0.0,0.0,0.0,0.009929078014184398,0.005466603141093765,0.285714285,0.42857143,0.0,0
0.037037037037037035,0.01231391288366109,0.0,0.0,0.052482269503546106,0.03778943845870729,0.0,0.045045045,0.03821048910927356,0
0.0,0.0,0.0,0.0,0.02411347517730496,0.008092773188218789,0.0625,0.09375,0.0,0
0.0,0.0,0.0,0.0,0.03971631205673759,0.011876349748615869,0.035714285,0.067857145,0.003875316856346349,1
0.0,0.0,0.0,0.0,0.005673758865248227,0.0024043788391759865,0.5,0.75,0.0,0
0.0,0.0,0.0,0.0,0.01843971631205674,0.0048373260838256845,0.153846155,0.44230769,0.0,0
0.14814814814814814,0.0707853073332108,0.3333333333333333,0.5434906390926069,0.2070921985815603,0.18879601248029015,0.006451615000000001,0.05639785,0.00509424633690743,0
0.0,0.0,0.0,0.0,0.03687943262411348,0.010905796055345406,0.025641025,0.21153846,0.0,0
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0
0.14814814814814814,0.14574526741407828,0.0,0.0,0.00851063829787234,0.009624464428493473,0.0,0.0625,0.0,0
0.0,0.0,0.0,0.0,0.009929078014184398,0.039123274175031225,0.142857145,0.42857143,0.0,0
0.07407407407407407,0.062304723396434475,0.08333333333333333,0.04782945383318908,0.04964539007092199,0.022942691420969545,0.05405405500000001,0.13513513500000002,0.04085989121620152,1
0.07407407407407407,0.021870979599338355,0.0,0.0,0.00425531914893617,0.0015674017481591813,0.0,0.1,0.0,0
0.2962962962962963,0.04827543955155302,0.04166666666666666,0.0018220744317405362,0.1347517730496454,0.048819159611418084,0.0,0.020833335,0.0,0
0.1111111111111111,0.027053850395147943,0.0,0.0,0.014184397163120569,0.002431016947702503,0.0,0.009259260000000002,0.0,0
0.0,0.0,0.0,0.0,0.012765957446808512,0.005049658833722207,0.0,0.166666665,0.0,0
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0
0.0,0.0,0.0,0.0,0.011347517730496456,0.0023568935152808927,0.125,0.375,0.0,0
0.0,0.0,0.0,0.0,0.00851063829787234,0.0032429001684454537,0.0,0.166666665,0.0,0
0.0,0.0,0.0,0.0,0.0028368794326241137,0.0,1.0,1.0,0.0,0
0.037037037037037035,0.032346995037676886,0.125,0.2461318878057668,0.08085106382978724,0.03836838988175325,0.0,0.011299435,0.0,0
0.0,0.0,0.0,0.0,0.03829787234042553,0.0136566357581327,0.037037035,0.02777778,0.0,0
0.0,0.0,0.0,0.0,0.01843971631205674,0.04597969167403018,0.083333335,0.25,0.0,0
0.07407407407407407,0.005881271825032164,0.0,0.0,0.059574468085106386,0.04038610251537826,0.0,0.06402439,0.0,0
0.1111111111111111,0.014905348281565887,0.0,0.0,0.014184397163120569,0.003499594669213039,0.041666665,0.194444445,0.0,0
0.07407407407407407,0.015217790847270719,0.0,0.0,0.03971631205673759,0.036528181928908325,0.0,0.092261905,0.0,0
0.1111111111111111,0.00981437235802242,0.08333333333333333,0.022502619231995626,0.02269503546099291,0.016290940631912054,0.0,0.05,0.0,0
0.0,0.0,0.0,0.0,0.029787234042553193,0.014002379655894834,0.0,0.095238095,0.0,0
0.0,0.0,0.0,0.0,0.015602836879432626,0.006197799917941561,0.0,0.045454545,0.02124991996053876,1
0.037037037037037035,0.0042009084469766585,0.0,0.0,0.01843971631205674,0.01930066083509241,0.0,0.02777778,0.0,0
0.0,0.0,0.0,0.0,0.009929078014184398,0.007284943592686393,0.166666665,0.333333335,0.0,0
0.0,0.0,0.0,0.0,0.1148936170212766,0.045188444254728406,0.02469136,0.123868315,0.0,1
0.0,0.0,0.0,0.0,0.014184397163120569,0.005281294560039739,0.0,0.3,0.0,0
0.0,0.0,0.0,0.0,0.011347517730496456,0.0102992965103931,0.0,0.125,0.0,0
0.0,0.0,0.0,0.0,0.028368794326241138,0.012230366349565713,0.0,0.0375,0.08621759559481161,1
0.0,0.0,0.0,0.0,0.021276595744680854,0.005626817852568844,0.033333335,0.033333335,0.0,0
0.1851851851851852,0.030141518103289838,0.04166666666666666,0.06263380859108095,0.16737588652482271,0.06011169081405567,0.00840336,0.06185807500000001,0.1071095077038178,1
0.037037037037037035,0.003859584635177357,0.0,0.0,0.009929078014184398,0.012160875631670452,0.0,0.04761905,0.0,0
0.0,0.0,0.0,0.0,0.012765957446808512,0.002907028365285032,0.0,0.037037035,0.0,0
0.1111111111111111,0.03188752067634626,0.08333333333333333,0.023231449004691842,0.015602836879432626,0.003374160414130841,0.03846154,0.115384615,0.0,0
0.0,0.0,0.0,0.0,0.00851063829787234,0.01264731065693727,0.0,0.2,0.09810270043538602,1
0.0,0.0,0.0,0.0,0.007092198581560284,0.004980168115826947,0.2,0.4,0.0,0
0.0,0.0,0.04166666666666666,0.0,0.007092198581560284,0.0019828018172780774,0.055555555000000006,0.233333335,0.0,0
0.1111111111111111,0.014703179562580406,0.0,0.0,0.012765957446808512,0.03154878592444792,0.0,0.041666665,0.0,0
0.07407407407407407,0.015254548796177173,0.0,0.0,0.014184397163120569,0.006120974067940794,0.083333335,0.125,0.0,1
0.0,0.0,0.0,0.0,0.02269503546099291,0.003472219537499811,0.28125,0.5,0.0,0
0.14814814814814814,0.06689946700974085,0.0,0.0,0.021276595744680854,0.011211169153768569,0.0,0.078431375,0.0,0
0.0,0.0,0.0,0.0,0.014184397163120569,0.006393146046363895,0.22222222000000005,0.27777778,0.0,0
0.14814814814814814,0.02303498131593457,0.0,0.0,0.11631205673758865,0.041816673596273335,0.0,0.116478035,0.0,0
0.037037037037037035,0.01966550266495129,0.0,0.0,0.07517730496453902,0.04678644580804886,0.03846154,0.07867133,0.0,0
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0
0.4814814814814815,0.11506463271457455,0.0,0.0,0.1914893617021277,0.0857167035842514,0.023310025,0.073130365,0.009255785763421195,0
0.1111111111111111,0.02778900937327697,0.0,0.0,0.17304964539007092,0.038348915941951715,0.0,0.032,0.04725538913937245,1
0.07407407407407407,0.02131961036574159,0.0,0.0,0.07092198581560284,0.02206178626903061,0.0,0.05769231,0.006025288099774601,1
0.14814814814814814,0.024223488329351218,0.0,0.0,0.10354609929078017,0.08800304514255691,0.396396395,0.4240991,0.0,0
0.0,0.0,0.0,0.0,0.01702127659574468,0.0020036490326466555,0.384615385,0.435897435,0.0,0
0.0,0.0,0.04166666666666666,0.3844577050972532,0.00851063829787234,0.025665238475982597,0.333333335,0.333333335,0.0,0
0.2222222222222222,0.07755927219261165,0.04166666666666666,0.026420079260237782,0.05815602836879433,0.04814934631825893,0.041666665,0.140625,0.0,0
0.07407407407407407,0.017460025730564238,0.0,0.0,0.042553191489361715,0.017038737967601702,0.034482759999999994,0.120689655,0.06498784880022274,0
0.037037037037037035,0.007351589781290203,0.0,0.0,0.053900709219858164,0.0292787558065361,0.0,0.14473683999999998,0.08702205741973504,0
0.0,0.0,0.0,0.0,0.00851063829787234,0.0010655243410606493,0.0,0.083333335,0.0,0
0.0,0.0,0.08333333333333333,0.05488999225618366,0.07659574468085106,0.032179221167296664,0.044642855,0.12559524,0.0,0
0.1851851851851852,0.035508178643631684,0.0,0.0,0.09645390070921986,0.06171740898730839,0.0,0.028169015,0.014236529293816441,0
0.4814814814814815,0.22460836566807568,0.29166666666666663,0.17916685646608665,0.04822695035460993,0.03133606332467493,0.047032475,0.169940125,0.016077255123615252,0
0.0,0.0,0.0,0.0,0.015602836879432626,0.042982325375481314,0.136363635,0.272727275,0.0,0
0.0,0.0,0.0,0.0,0.03687943262411348,0.015400301264221143,0.13461538500000006,0.333333335,0.0,0
0.0,0.0,0.0,0.0,0.029787234042553193,0.014073938549587025,0.142857145,0.25661375499999994,0.0,0
0.2222222222222222,0.05329902591435397,0.0,0.0,0.12056737588652484,0.039484175515580325,0.014652015,0.12699285,0.0,1
0.0,0.0,0.0,0.0,0.03120567375886525,0.013021788415256069,0.09090909,0.265151515,0.0,0
0.0,0.0,0.0,0.0,0.053900709219858164,0.03101089466719332,0.055555555000000006,0.12266414,0.0,0
0.037037037037037035,0.031244256570483363,0.0,0.0,0.019858156028368795,0.007099635011632369,0.0,0.02222222,0.0,0
0.07407407407407407,0.04410953868774122,0.0,0.0,0.011347517730496456,0.013624041303681651,0.0,0.037037035,0.0,0
0.1111111111111111,0.021503400110273845,0.0,0.0,0.02411347517730496,0.006524406292049282,0.03529412,0.08823529499999999,0.0,0
0.0,0.0,0.0,0.0,0.011347517730496456,0.003205259362918855,0.0,0.125,0.0,0
0.0,0.0,0.0,0.0,0.005673758865248227,0.0010655243410606493,0.0,0.25,0.0,0
0.037037037037037035,0.002940635912516081,0.04166666666666666,0.006832779119027012,0.0822695035460993,0.06489856718566607,0.05263158,0.081871345,0.020087790370680047,0
0.0,0.0,0.0,0.0,0.0028368794326241137,0.00011581786315876622,0.0,0.5,0.0,0
0.0,0.0,0.0,0.0,0.009929078014184398,0.007342852524265778,0.125,0.208333335,0.0,0
0.0,0.0,0.04166666666666666,0.0022775930396756704,0.014184397163120569,0.015044740424323732,0.0,0.1,0.0,0
0.2222222222222222,0.11505238007719168,0.08333333333333333,0.0,0.06950354609929077,0.05518555724432258,0.113207545,0.241137795,0.01524018378139183,0
0.0,0.0,0.0,0.0,0.007092198581560284,0.005165476696880973,0.0,0.2,0.0,0
0.0,0.0,0.0,0.0,0.00851063829787234,0.00764397896847857,0.333333335,0.5,0.0,0
0.037037037037037035,0.0011027384671935306,0.0,0.0,0.009929078014184398,0.002659950256440878,0.07142857,0.035714285,0.0,0
0.0,0.0,0.0,0.0,0.0028368794326241137,0.0011581786315876619,0.0,0.25,0.0,0
0.1111111111111111,0.05785701157875391,0.0,0.0,0.012765957446808512,0.002976519083180292,0.18181818,0.40909091,0.0,0
0.1851851851851852,0.15012252648410218,0.08333333333333333,0.02163713387691887,0.07659574468085106,0.03584510220912294,0.0,0.086666665,0.0,1
0.1111111111111111,0.006984010292225693,0.04166666666666666,0.048284972441124216,0.02411347517730496,0.01101813938260941,0.0,0.11791383,0.0,0
0.0,0.0,0.0,0.0,0.01843971631205674,0.005362367064250875,0.07692307500000001,0.23076923,0.0,0
0.07407407407407407,0.03528763095019298,0.0,0.0,0.052482269503546106,0.028688084704426388,0.025641025,0.08205128,0.0,0
0.25925925925925924,0.046927648116155116,0.0,0.0,0.01702127659574468,0.002478502271597597,0.0,0.166666665,0.0,0
0.037037037037037035,0.0,0.08333333333333333,0.025509042044367512,0.03120567375886525,0.024421575235523192,0.023809525,0.11904762,0.0,0
0.5555555555555556,0.06487374048888071,0.04166666666666666,0.014918234409875645,0.1347517730496454,0.08987076477174301,0.00980392,0.08872549,0.0,1
0.0,0.0,0.0,0.0,0.00851063829787234,0.002258448331595941,0.0,0.083333335,0.0,0
0.25925925925925924,0.08007106535563316,0.04166666666666666,0.010704687286475651,0.025531914893617023,0.007832235639963084,0.0,0.071969695,0.0,0
0.0,0.0,0.04166666666666666,0.4231767867717396,0.10638297872340426,0.09510190804282276,0.013157895,0.08662280500000001,0.0,0
0.0,0.0,0.0,0.0,0.005673758865248227,0.02883864792653278,0.0,0.5,0.0,0
0.0,0.0,0.0,0.0,0.01843971631205674,0.007027827936473933,0.0,0.083333335,0.6633611172297531,1
0.25925925925925924,0.026098143723580217,0.0,0.0,0.04822695035460993,0.035689274532373805,0.024390245000000005,0.12195122,0.0,0
0.0,0.0,0.0,0.0,0.02269503546099291,0.003300809100024837,0.1875,0.40625,0.0,0
0.1851851851851852,0.0524535930895056,0.0,0.0,0.04113475177304965,0.04305490456200628,0.12903226,0.155376345,0.0,0
0.0,0.0,0.0,0.0,0.005673758865248227,0.0010886879136924024,0.5,0.625,0.0,0
0.3333333333333333,0.06755585895975005,0.04166666666666666,0.04099667471416208,0.1347517730496454,0.07751694176869033,0.01059135,0.09327952,0.016397466981751162,1
0.14814814814814814,0.020584451387612567,0.04166666666666666,0.040085637498291804,0.03120567375886525,0.04018372458183403,0.0,0.050714285,0.0,0
0.037037037037037035,0.026833302701709243,0.04166666666666666,0.33708376987199923,0.07092198581560284,0.03322247282989254,0.0,0.096153845,0.06090375202966133,0
0.037037037037037035,0.0022054769343870613,0.0,0.0,0.025531914893617023,0.007869823801638164,0.0,0.03125,0.0,0
0.14814814814814814,0.17074067267046494,0.0,0.0,0.012765957446808512,0.014725634635088112,0.0,0.01388889,0.0,0
0.14814814814814814,0.02793604116890277,0.0,0.0,0.03971631205673759,0.020059653899098303,0.0,0.1091954,0.0,0
0.0,0.0,0.0,0.0,0.011347517730496456,0.01693257159381162,0.0,0.21875,0.0,0
