fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sf_diox,tot_sf_diox,density,pH,sulphates,alcohol,class
0.2625000000000001,0.22702702702702704,0.1987951807228916,0.10429447852760736,0.08308605341246293,0.1951219512195122,0.4534883720930233,0.15114709851551922,0.4909090909090907,0.22093023255813948,0.2644628099173554,0
0.3125,0.24864864864864866,0.20481927710843376,0.024539877300613498,0.10682492581602374,0.0627177700348432,0.15581395348837207,0.10776942355889928,0.5272727272727273,0.2441860465116279,0.3636363636363635,0
0.5625000000000001,0.15135135135135136,0.20481927710843376,0.007668711656441719,0.10089020771513353,0.0627177700348432,0.24651162790697675,0.10776942355889928,0.25454545454545485,0.29069767441860456,0.3636363636363635,0
0.35,0.21621621621621628,0.2469879518072289,0.098159509202454,0.10979228486646883,0.1986062717770035,0.4279069767441861,0.1632928475033708,0.3818181818181823,0.3023255813953488,0.2314049586776861,0
0.30000000000000004,0.2810810810810811,0.16867469879518074,0.1058282208588957,0.07418397626112759,0.13240418118466898,0.4348837209302326,0.14921920185078008,0.3818181818181823,0.44186046511627897,0.28099173553719003,0
0.475,0.10810810810810813,0.2771084337349398,0.14723926380368094,0.13649851632047474,0.1951219512195122,0.2906976744186047,0.18681318681318612,0.3818181818181823,0.2441860465116279,0.3140495867768596,0
0.5750000000000001,0.21621621621621628,0.2409638554216868,0.12730061349693253,0.11572700296735905,0.10801393728222997,0.31627906976744186,0.2253711201079618,0.6181818181818182,0.2790697674418605,0.2148760330578514,0
0.30000000000000004,0.23783783783783785,0.1927710843373494,0.009202453987730059,0.12759643916913946,0.10452961672473868,0.4069767441860465,0.1069982648930008,0.5090909090909093,0.25581395348837205,0.3471074380165289,0
0.375,0.2594594594594595,0.16867469879518074,0.06441717791411042,0.07418397626112759,0.08013937282229966,0.20930232558139533,0.06072874493927216,0.3272727272727276,0.29069767441860456,0.7272727272727273,1
0.3250000000000001,0.32432432432432434,0.14457831325301204,0.10122699386503067,0.11275964391691393,0.13588850174216027,0.3279069767441861,0.17216117216117155,0.3545454545454545,0.44186046511627897,0.1983471074380163,0
0.525,0.22702702702702704,0.1746987951807229,0.19325153374233128,0.10979228486646883,0.08362369337979095,0.23953488372093024,0.21573163678426965,0.4818181818181819,0.17441860465116274,0.28099173553719003,0
0.4375,0.21621621621621628,0.3253012048192772,0.18865030674846625,0.11869436201780414,0.20905923344947736,0.3546511627906977,0.21765953344900524,0.3090909090909091,0.26744186046511625,0.18181818181818168,0
0.3875000000000001,0.12972972972972974,0.3012048192771085,0.1441717791411043,0.08011869436201781,0.264808362369338,0.36511627906976746,0.1791016001542296,0.3909090909090911,0.3837209302325581,0.3636363636363635,0
0.3250000000000001,0.21621621621621628,0.33734939759036153,0.016871165644171782,0.4362017804154303,0.1637630662020906,0.2232558139534884,0.12396375554270378,0.3454545454545457,0.17441860465116274,0.1983471074380163,0
0.475,0.32432432432432434,0.1204819277108434,0.04294478527607362,0.10979228486646883,0.024390243902439025,0.24651162790697675,0.14054366685945752,0.3909090909090911,0.22093023255813948,0.2314049586776861,0
0.4,0.33513513513513515,0.12650602409638556,0.1549079754601227,0.26409495548961426,0.03832752613240418,0.1883720930232558,0.1823790244842876,0.2818181818181817,0.29069767441860456,0.2148760330578514,0
0.3375,0.15135135135135136,0.16265060240963858,0.015337423312883437,0.08902077151335311,0.11846689895470384,0.24651162790697675,0.09003277424329781,0.6000000000000001,0.4069767441860464,0.4958677685950412,1
0.4875,0.32432432432432434,0.1385542168674699,0.15644171779141106,0.062314540059347175,0.09059233449477352,0.1976744186046512,0.08733371891266728,0.19090909090909086,0.22093023255813948,0.9256198347107436,0
0.4625,0.17297297297297298,0.3734939759036145,0.15337423312883436,0.10682492581602374,0.17073170731707318,0.3325581395348837,0.20589936379409932,0.4000000000000004,0.25581395348837205,0.1322314049586777,0
0.2625000000000001,0.3027027027027027,0.024096385542168683,0.07822085889570553,0.10979228486646883,0.06620209059233449,0.17906976744186048,0.1212647002120697,0.454545454545455,0.3372093023255814,0.3636363636363635,0
0.3375,0.17297297297297298,0.1927710843373494,0.10736196319018404,0.08605341246290801,0.16027874564459932,0.4488372093023256,0.16753422016579833,0.663636363636364,0.37209302325581395,0.28099173553719003,1
0.4500000000000001,0.10810810810810813,0.2530120481927711,0.02300613496932516,0.08011869436201781,0.10801393728222997,0.4116279069767442,0.1289762868710227,0.6181818181818182,0.22093023255813948,0.4297520661157024,1
0.425,0.17297297297297298,0.16265060240963858,0.16564417177914112,0.07418397626112759,0.13240418118466898,0.3813953488372093,0.20474262579525515,0.4363636363636365,0.25581395348837205,0.165289256198347,0
0.4625,0.14054054054054055,0.20481927710843376,0.009202453987730059,0.15133531157270028,0.08362369337979095,0.23488372093023255,0.11548101021785227,0.7181818181818183,0.29069767441860456,0.4462809917355369,0
0.4,0.15135135135135136,0.15662650602409642,0.007668711656441719,0.08308605341246293,0.0627177700348432,0.1418604651162791,0.059572006940427975,0.3454545454545457,0.18604651162790695,0.611570247933884,0
0.4500000000000001,0.2594594594594595,0.16265060240963858,0.012269938650306749,0.11869436201780414,0.1254355400696864,0.3790697674418605,0.12030075187970013,0.2818181818181817,0.3488372093023256,0.2148760330578514,0
0.5,0.2810810810810811,0.21084337349397592,0.018404907975460124,0.09792284866468842,0.020905923344947737,0.36511627906976746,0.07113938692886279,0.3545454545454545,0.22093023255813948,0.6776859504132229,0
0.3875000000000001,0.11891891891891893,0.21084337349397592,0.016871165644171782,0.08011869436201781,0.10801393728222997,0.21162790697674416,0.11644495855022186,0.44545454545454577,0.37209302325581395,0.4628099173553719,1
0.3250000000000001,0.23783783783783785,0.1987951807228916,0.0705521472392638,0.12166172106824925,0.0975609756097561,0.29534883720930233,0.1143242722190081,0.4909090909090907,0.4186046511627906,0.5123966942148759,0
0.3875000000000001,0.345945945945946,0.10240963855421688,0.18865030674846625,0.07121661721068248,0.1986062717770035,0.40930232558139534,0.20107962213225505,0.3272727272727276,0.31395348837209297,0.2314049586776861,0
0.525,0.5081081081081081,0.2530120481927711,0.1840490797546012,0.599406528189911,0.12195121951219512,0.4720930232558139,0.2253711201079618,0.2454545454545456,0.3953488372093023,0.2148760330578514,0
0.475,0.33513513513513515,0.2771084337349398,0.17024539877300612,0.2225519287833828,0.18466898954703834,0.372093023255814,0.20474262579525515,0.17272727272727284,0.3372093023255814,0.165289256198347,0
0.4125,0.3027027027027027,0.16867469879518074,0.02760736196319018,0.08011869436201781,0.11498257839721256,0.2441860465116279,0.04337767495662348,0.4272727272727273,0.25581395348837205,0.9090909090909091,1
0.3875000000000001,0.14054054054054055,0.3734939759036145,0.08742331288343558,0.09792284866468842,0.01742160278745645,0.2302325581395349,0.12473491420859872,0.21818181818181825,0.4302325581395348,0.3636363636363635,0
0.4500000000000001,0.16216216216216214,0.25903614457831325,0.012269938650306749,0.10385756676557864,0.06968641114982578,0.23953488372093024,0.1289762868710227,0.454545454545455,0.4651162790697674,0.4297520661157024,0
0.4375,0.23783783783783785,0.20481927710843376,0.032208588957055216,0.10385756676557864,0.11149825783972124,0.2279069767441861,0.07595912859070708,0.581818181818182,0.3604651162790698,0.7933884297520659,1
0.25,0.23783783783783785,0.05421686746987952,0.08742331288343558,0.09792284866468842,0.11846689895470384,0.2976744186046512,0.12936186620397194,0.3909090909090911,0.3023255813953488,0.28099173553719003,0
0.5750000000000001,0.0972972972972973,0.18674698795180725,0.0736196319018405,0.12759643916913946,0.156794425087108,0.32558139534883723,0.1578947368421062,0.4727272727272731,0.18604651162790695,0.2975206611570249,0
0.4,0.24864864864864866,0.15662650602409642,0.10429447852760736,0.17804154302670624,0.09059233449477352,0.3488372093023256,0.15982263350684178,0.3727272727272726,0.2790697674418605,0.2975206611570249,0
0.525,0.12972972972972974,0.26506024096385544,0.006134969325153375,0.142433234421365,0.07665505226480837,0.23488372093023255,0.08617698091382309,0.3363636363636364,0.11627906976744184,0.5289256198347105,0
0.3625,0.10810810810810813,0.18674698795180725,0.15337423312883436,0.0771513353115727,0.13937282229965156,0.30930232558139537,0.16599190283400844,0.3272727272727276,0.31395348837209297,0.2975206611570249,1
0.3625,0.20540540540540544,0.15662650602409642,0.02607361963190184,0.10089020771513353,0.20557491289198607,0.3976744186046512,0.13167534220165678,0.663636363636364,0.4767441860465115,0.4297520661157024,0
0.35,0.0648648648648649,0.26506024096385544,0.015337423312883437,0.09792284866468842,0.156794425087108,0.3023255813953489,0.11355311355311315,0.5454545454545454,0.3372093023255814,0.3636363636363635,0
0.35,0.14054054054054055,0.18674698795180725,0.16564417177914112,0.08902077151335311,0.15331010452961671,0.3604651162790698,0.20898399845768267,0.6272727272727274,0.25581395348837205,0.2975206611570249,1
0.35,0.1945945945945946,0.33734939759036153,0.22699386503067484,0.13056379821958455,0.10452961672473868,0.3046511627906977,0.21187584345479135,0.3545454545454545,0.31395348837209297,0.2148760330578514,0
0.3125,0.2810810810810811,0.16867469879518074,0.2162576687116564,0.11275964391691393,0.1637630662020906,0.4372093023255814,0.2041642567958384,0.4636363636363639,0.2790697674418605,0.2479338842975207,0
0.4625,0.054054054054054064,0.22891566265060245,0.007668711656441719,0.04154302670623145,0.13937282229965156,0.2186046511627907,0.0773086562560259,0.5090909090909093,0.3604651162790698,0.6280991735537191,0
0.5625000000000001,0.1837837837837838,0.1987951807228916,0.029141104294478533,0.13056379821958455,0.0348432055749129,0.14418604651162792,0.1336032388663959,0.15454545454545476,0.3023255813953488,0.2479338842975207,0
0.3250000000000001,0.2918918918918919,0.16867469879518074,0.007668711656441719,0.13649851632047474,0.024390243902439025,0.3488372093023256,0.13379602853287054,0.6363636363636367,0.3255813953488372,0.18181818181818168,1
0.275,0.1945945945945946,0.1927710843373494,0.04907975460122699,0.059347181008902065,0.16027874564459932,0.3953488372093023,0.05783689994216345,0.3909090909090911,0.13953488372093026,0.6611570247933882,0
0.275,0.1837837837837838,0.2409638554216868,0.07822085889570553,0.12759643916913946,0.18815331010452965,0.3302325581395349,0.13244650086755172,0.4000000000000004,0.7674418604651161,0.4132231404958677,0
0.4375,0.4648648648648649,0.1746987951807229,0.16411042944785276,0.07418397626112759,0.20557491289198607,0.4976744186046512,0.18739155581260647,0.3818181818181823,0.3953488372093023,0.2479338842975207,0
0.3125,0.2810810810810811,0.1746987951807229,0.08588957055214724,0.10979228486646883,0.0940766550522648,0.5046511627906977,0.15596684017736706,0.5181818181818185,0.3604651162790698,0.3471074380165289,0
0.4,0.2594594594594595,0.16265060240963858,0.09969325153374232,0.05341246290801187,0.12195121951219512,0.26046511627906976,0.0875265085791419,0.3909090909090911,0.44186046511627897,0.7603305785123966,1
0.4125,0.10810810810810813,0.2951807228915663,0.010736196319018405,0.07121661721068248,0.0348432055749129,0.14418604651162792,0.06959706959706935,0.2999999999999998,0.3604651162790698,0.5454545454545454,1
0.23750000000000004,0.20540540540540544,0.0963855421686747,0.12883435582822084,0.13056379821958455,0.10452961672473868,0.23488372093023255,0.14709851551956632,0.581818181818182,0.17441860465116274,0.39669421487603307,0
0.30000000000000004,0.14054054054054055,0.16265060240963858,0.016871165644171782,0.08605341246290801,0.13588850174216027,0.32558139534883723,0.11933680354733055,0.7000000000000006,0.5697674418604649,0.4132231404958677,1
0.4375,0.23783783783783785,0.2530120481927711,0.10352760736196318,0.04747774480712165,0.17073170731707318,0.38372093023255816,0.10969732022363844,0.290909090909091,0.11627906976744184,0.5619834710743801,0
0.35,0.11891891891891893,0.21084337349397592,0.013803680981595092,0.08308605341246293,0.12195121951219512,0.2255813953488372,0.05687295160979389,0.4181818181818184,0.5348837209302326,0.6611570247933882,1
0.425,0.16216216216216214,0.2771084337349398,0.08895705521472393,0.08011869436201781,0.05226480836236934,0.17441860465116274,0.10950453055716024,0.3454545454545457,0.6511627906976745,0.611570247933884,0
0.3250000000000001,0.2918918918918919,0.12650602409638556,0.02300613496932516,0.12462908011869435,0.15331010452961671,0.3744186046511628,0.11740890688259142,0.4000000000000004,0.3255813953488372,0.2479338842975207,0
0.475,0.22702702702702704,0.15662650602409642,0.09049079754601226,0.09792284866468842,0.10452961672473868,0.3488372093023256,0.14054366685945752,0.3818181818181823,0.29069767441860456,0.4462809917355369,0
0.3375,0.31351351351351353,0.1987951807228916,0.05061349693251534,0.05341246290801187,0.13240418118466898,0.2790697674418605,0.06728359359938453,0.5090909090909093,0.1976744186046512,0.7768595041322313,1
0.3875000000000001,0.17297297297297298,0.1385542168674699,0.09969325153374232,0.0949554896142433,0.0627177700348432,0.20232558139534884,0.10314247156352607,0.3454545454545457,0.7325581395348837,0.5619834710743801,0
0.275,0.0648648648648649,0.22289156626506024,0.009202453987730059,0.06824925816023739,0.21254355400696864,0.3209302325581395,0.09138230190861664,0.5454545454545454,0.25581395348837205,0.5289256198347105,0
0.4,0.17297297297297298,0.18072289156626506,0.05521472392638037,0.0919881305637982,0.13588850174216027,0.4720930232558139,0.10776942355889928,0.5090909090909093,0.31395348837209297,0.6280991735537191,0
0.3125,0.12972972972972974,0.2409638554216868,0.013803680981595092,0.08308605341246293,0.11498257839721256,0.2255813953488372,0.08849045691151147,0.6727272727272728,0.3255813953488372,0.5619834710743801,0
0.375,0.21621621621621628,0.21084337349397592,0.02607361963190184,0.09792284866468842,0.04878048780487805,0.17441860465116274,0.06728359359938453,0.4272727272727273,0.3953488372093023,0.7272727272727273,0
0.2875,0.20540540540540544,0.18072289156626506,0.2469325153374233,0.08902077151335311,0.1637630662020906,0.3767441860465117,0.2456140350877192,0.6181818181818182,0.26744186046511625,0.2314049586776861,0
0.3625,0.17297297297297298,0.22289156626506024,0.16411042944785276,0.10089020771513353,0.21602787456445996,0.3790697674418605,0.17755928282244327,0.3272727272727276,0.3604651162790698,0.3140495867768596,0
0.3125,0.14054054054054055,0.16867469879518074,0.013803680981595092,0.12462908011869435,0.15331010452961671,0.3069767441860465,0.10969732022363844,0.4636363636363639,0.2325581395348837,0.3471074380165289,0
0.375,0.23783783783783785,0.13253012048192772,0.08588957055214724,0.15133531157270028,0.13588850174216027,0.4186046511627907,0.22112974744553426,0.4181818181818184,0.3372093023255814,0.1983471074380163,0
0.4875,0.21621621621621628,0.2349397590361446,0.12730061349693253,0.08011869436201781,0.020905923344947737,0.2488372093023256,0.12319259687680885,0.3090909090909091,0.18604651162790695,0.6611570247933882,1
0.525,0.4,0.21686746987951808,0.12576687116564414,0.050445103857566766,0.1672473867595819,0.3279069767441861,0.10776942355889928,0.31818181818181834,0.034883720930232565,0.7768595041322313,1
0.775,0.16216216216216214,0.16265060240963858,0.2070552147239264,0.07121661721068248,0.14982578397212545,0.3627906976744186,0.2253711201079618,0.0,0.2441860465116279,0.28099173553719003,0
0.2625000000000001,0.3621621621621622,0.012048192771084338,0.0030674846625766885,0.08605341246290801,0.06968641114982578,0.12325581395348838,0.11740890688259142,0.581818181818182,0.16279069767441856,0.2148760330578514,0
0.375,0.10810810810810813,0.16867469879518074,0.1242331288343558,0.11275964391691393,0.17421602787456447,0.5395348837209302,0.15596684017736706,0.454545454545455,0.3604651162790698,0.4132231404958677,0
0.4625,0.20540540540540544,0.21686746987951808,0.098159509202454,0.08011869436201781,0.14982578397212545,0.3581395348837209,0.13090418353576186,0.2818181818181817,0.12790697674418605,0.4958677685950412,0
0.475,0.10810810810810813,0.16867469879518074,0.09969325153374232,0.0949554896142433,0.0940766550522648,0.2325581395348837,0.18141507615192154,0.4363636363636365,0.2325581395348837,0.1983471074380163,0
0.475,0.24864864864864866,0.1385542168674699,0.18558282208588955,0.13353115727002968,0.0627177700348432,0.3,0.21688837478311385,0.4000000000000004,0.3255813953488372,0.28099173553719003,0
0.30000000000000004,0.15135135135135136,0.18072289156626506,0.18098159509202452,0.13353115727002968,0.3693379790940767,0.3302325581395349,0.1960670908039326,0.3454545454545457,0.29069767441860456,0.2479338842975207,0
0.3125,0.07567567567567568,0.20481927710843376,0.16564417177914112,0.12166172106824925,0.08013937282229966,0.2,0.20107962213225505,0.44545454545454577,0.31395348837209297,0.3305785123966942,0
0.425,0.0,0.2951807228915663,0.010736196319018405,0.12166172106824925,0.055749128919860634,0.3209302325581395,0.14247156352419665,0.6727272727272728,0.25581395348837205,0.3636363636363635,0
0.4,0.22702702702702704,0.21084337349397592,0.012269938650306749,0.08011869436201781,0.13937282229965156,0.2302325581395349,0.07865818392134116,0.5363636363636366,0.4651162790697674,0.5950413223140494,0
0.4125,0.24864864864864866,0.15060240963855426,0.1625766871165644,0.11572700296735905,0.10452961672473868,0.2930232558139535,0.1835357624831282,0.3818181818181823,0.20930232558139533,0.2479338842975207,0
0.35,0.23783783783783785,0.14457831325301204,0.009202453987730059,0.07418397626112759,0.05226480836236934,0.2581395348837209,0.11933680354733055,0.3727272727272726,0.16279069767441856,0.1983471074380163,0
0.4,0.16216216216216214,0.1987951807228916,0.006134969325153375,0.10089020771513353,0.15331010452961671,0.2325581395348837,0.07846539425486654,0.290909090909091,0.5,0.4628099173553719,0
0.3250000000000001,0.11891891891891893,0.2530120481927711,0.035276073619631906,0.06824925816023739,0.10452961672473868,0.1697674418604651,0.07113938692886279,0.5272727272727273,0.22093023255813948,0.611570247933884,0
0.2625000000000001,0.5837837837837838,0.16867469879518074,0.04447852760736197,0.08902077151335311,0.18466898954703834,0.3302325581395349,0.06921149026412365,0.6545454545454548,0.25581395348837205,0.6611570247933882,0
0.35,0.32432432432432434,0.09036144578313253,0.061349693251533735,0.10385756676557864,0.08013937282229966,0.15813953488372096,0.11548101021785227,0.3545454545454545,0.18604651162790695,0.3636363636363635,0
0.35,0.054054054054054064,0.1746987951807229,0.2039877300613497,0.13946587537091984,0.10801393728222997,0.1976744186046512,0.19105455947561367,0.4090909090909092,0.1976744186046512,0.2314049586776861,0
0.4375,0.10810810810810813,0.391566265060241,0.012269938650306749,0.10979228486646883,0.09059233449477352,0.3418604651162791,0.1443994601889358,0.5545454545454547,0.4651162790697674,0.2314049586776861,0
0.425,0.22702702702702704,0.31927710843373497,0.2691717791411043,0.11275964391691393,0.1986062717770035,0.4,0.23308270676691836,0.3363636363636364,0.3488372093023256,0.2644628099173554,0
0.5,0.1945945945945946,0.16265060240963858,0.019938650306748462,0.12462908011869435,0.17421602787456447,0.4302325581395349,0.10969732022363844,0.4636363636363639,0.3255813953488372,0.4793388429752066,0
0.3125,0.20540540540540544,0.22891566265060245,0.004601226993865032,0.12462908011869435,0.01742160278745645,0.3023255813953489,0.10584152689416017,0.663636363636364,0.3255813953488372,0.4132231404958677,1
0.2875,0.20540540540540544,0.26506024096385544,0.09355828220858896,0.0949554896142433,0.20557491289198607,0.5116279069767441,0.15307499518025836,0.36363636363636376,0.20930232558139533,0.14876033057851235,0
0.3250000000000001,0.0972972972972973,0.16265060240963858,0.09355828220858896,0.08011869436201781,0.29965156794425085,0.4953488372093023,0.1482552535184105,0.5090909090909093,0.1511627906976744,0.3636363636363635,0
0.2125,0.2918918918918919,0.21084337349397592,0.007668711656441719,0.10682492581602374,0.041811846689895474,0.36511627906976746,0.09427414690572533,0.5636363636363635,0.5348837209302326,0.3140495867768596,0
0.2125,0.0972972972972973,0.1385542168674699,0.035276073619631906,0.08902077151335311,0.027874564459930317,0.2279069767441861,0.1025641025641022,0.5090909090909093,0.3255813953488372,0.3305785123966942,0
0.3875000000000001,0.22702702702702704,0.2409638554216868,0.2891104294478528,0.10089020771513353,0.11846689895470384,0.3395348837209303,0.2407942934258749,0.19090909090909086,0.29069767441860456,0.14876033057851235,0
0.425,0.2702702702702703,0.16867469879518074,0.012269938650306749,0.07418397626112759,0.08362369337979095,0.2302325581395349,0.10314247156352607,0.5090909090909093,0.4069767441860464,0.4297520661157024,0
0.3625,0.23783783783783785,0.21084337349397592,0.012269938650306749,0.5074183976261127,0.11846689895470384,0.3488372093023256,0.1270483902062871,0.3545454545454545,0.37209302325581395,0.2314049586776861,0
0.3875000000000001,0.11891891891891893,0.21084337349397592,0.19785276073619631,0.08605341246290801,0.1637630662020906,0.25116279069767444,0.16097937150568953,0.25454545454545485,0.4767441860465115,0.4462809917355369,0
0.3125,0.3567567567567568,0.0963855421686747,0.004601226993865032,0.06824925816023739,0.08013937282229966,0.20465116279069767,0.10854058222479067,0.4000000000000004,0.2325581395348837,0.2479338842975207,0
0.375,0.2810810810810811,0.16265060240963858,0.0705521472392638,0.15133531157270028,0.041811846689895474,0.3697674418604651,0.10429920956237028,0.5,0.4069767441860464,0.5950413223140494,0
0.5,0.20540540540540544,0.3493975903614458,0.1625766871165644,0.08011869436201781,0.14634146341463414,0.3511627906976744,0.2041642567958384,0.3090909090909091,0.22093023255813948,0.14876033057851235,0
0.3875000000000001,0.17297297297297298,0.21084337349397592,0.006134969325153375,0.12759643916913946,0.11498257839721256,0.31627906976744186,0.11355311355311315,0.663636363636364,0.25581395348837205,0.3305785123966942,0
0.5875,0.16216216216216214,0.2409638554216868,0.14263803680981596,0.08011869436201781,0.07665505226480837,0.1813953488372093,0.15403894351262792,0.2727272727272729,0.2325581395348837,0.4132231404958677,0
0.375,0.10810810810810813,0.18072289156626506,0.18711656441717792,0.1572700296735905,0.05923344947735192,0.3744186046511628,0.21149026412184213,0.25454545454545485,0.3488372093023256,0.165289256198347,1
0.2875,0.0648648648648649,0.15060240963855426,0.010736196319018405,0.11275964391691393,0.12195121951219512,0.3790697674418605,0.10391363022942103,0.5727272727272732,0.2790697674418605,0.3305785123966942,0
0.3625,0.2702702702702703,0.2530120481927711,0.08895705521472393,0.14540059347181006,0.08710801393728224,0.3279069767441861,0.15982263350684178,0.4000000000000004,0.25581395348837205,0.2644628099173554,0
0.15000000000000002,0.17297297297297298,0.20481927710843376,0.007668711656441719,0.07418397626112759,0.1637630662020906,0.34418604651162793,0.012145748987855145,0.5454545454545454,0.11627906976744184,0.8429752066115699,1
0.35,0.15135135135135136,0.21084337349397592,0.012269938650306749,0.12166172106824925,0.07317073170731707,0.1697674418604651,0.05937921727395335,0.4090909090909092,0.3023255813953488,0.6611570247933882,1
0.375,0.1945945945945946,0.26506024096385544,0.1165644171779141,0.10979228486646883,0.17421602787456447,0.4023255813953489,0.16830537883169328,0.4363636363636365,0.3372093023255814,0.2314049586776861,0
0.2625000000000001,0.12972972972972974,0.16867469879518074,0.006134969325153375,0.10089020771513353,0.14982578397212545,0.20930232558139533,0.06207827260458744,0.6181818181818182,0.22093023255813948,0.5619834710743801,0
0.3250000000000001,0.15675675675675674,0.2891566265060241,0.024539877300613498,0.31454005934718104,0.0940766550522648,0.2186046511627907,0.0904183535762506,0.4727272727272731,0.4186046511627906,0.6776859504132229,0
0.3250000000000001,0.1837837837837838,0.31927710843373497,0.0920245398773006,0.08605341246290801,0.1986062717770035,0.5209302325581395,0.16175053017158447,0.2818181818181817,0.2325581395348837,0.1322314049586777,0
0.3375,0.23783783783783785,0.16867469879518074,0.16641104294478526,0.0949554896142433,0.0940766550522648,0.2302325581395349,0.13630229419703,0.23636363636363636,0.09302325581395347,0.4793388429752066,0
0.16249999999999998,0.0648648648648649,0.15060240963855426,0.0015337423312883436,0.08902077151335311,0.04529616724738676,0.18372093023255812,0.0923462502409862,0.454545454545455,0.2441860465116279,0.1983471074380163,0
0.16249999999999998,0.2702702702702703,0.13253012048192772,0.015337423312883437,0.05341246290801187,0.055749128919860634,0.18372093023255812,0.04222093695777929,0.7181818181818183,0.18604651162790695,0.743801652892562,1
0.3250000000000001,0.15135135135135136,0.1927710843373494,0.11196319018404907,0.059347181008902065,0.11149825783972124,0.2651162790697675,0.1482552535184105,0.6181818181818182,0.1976744186046512,0.3636363636363635,0
0.4625,0.17297297297297298,0.18674698795180725,0.19018404907975456,0.11869436201780414,0.15331010452961671,0.4813953488372093,0.21958743011374796,0.3272727272727276,0.3604651162790698,0.1322314049586777,0
0.3625,0.31351351351351353,0.15060240963855426,0.029141104294478533,0.05637982195845695,0.07665505226480837,0.17209302325581394,0.07306728359359838,0.3818181818181823,0.16279069767441856,0.611570247933884,0
0.5499999999999999,0.2810810810810811,0.2951807228915663,0.11349693251533742,0.10979228486646883,0.18466898954703834,0.4953488372093023,0.1713900134952766,0.3272727272727276,0.3488372093023256,0.4462809917355369,0
0.4500000000000001,0.16216216216216214,0.22891566265060245,0.12269938650306747,0.12759643916913946,0.13588850174216027,0.32558139534883723,0.15866589550800114,0.3090909090909091,0.2790697674418605,0.3801652892561984,0
